manual_match,company_type,page_handle,page_name,company_name,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
,rasham,108162135909743,"מ.ת.ל אחזקות וייזום בע""מ חברה לביצוע  תמ""א 38","א.מ.ת.מ. אחזקות בע""מ",512589532,2016-06-26,0,36,0,0,0,companies_general_info_columns,1,0,0,,FALSE,,0,56,0,1,1,0,0,0,1,0,0,0,0,0,0,no,,no,no,,,0,1,282,49,46,8,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-10-07,2015-08-25,1,0,0,0,0,0,0,,3,6,3,1,0,0,1,1,0,0,2,0,0,2,2,0,0,0,0,0,2,0,2,companies_posts_columns,2016-06-26,259,259,2010-09-12,2015-10-11,5,6,2,5,0,5,1,4,6,0,6,1,5,4,0,4,0,4,0,0,0,0,3,0,2,0.5,4,0,2,1,1,0,0,0,0,7,0,7,1.166666667,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-09-12,2015-10-11,5,6,3,0,0,0,0,0,0,3
,forceliquidated,266688196814238,Ital Heres - איטל חרס,"איטל-חרס בע""מ",510785082,2014-06-17,740,12,0,3,0,companies_general_info_columns,1,1,1,+97235445014,TRUE,,0,923,1,1,1,5,5,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,962,160,76,13,,,,,Home Improvement,Home Improvement,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-12-19,2014-03-31,1,55,23,111,1.541666667,0,11,1.947368421,4,72,4,0,1,1,1,1,0,0,0,64,6,1,1,0,0,3,69,0,0,72,72,companies_posts_columns,2016-06-26,790,50,2013-12-19,2014-04-28,5,24,10,23,1,22,23,0,23,1,22,23,0,22,1,21,22,0,16,0,5,0.6666666667,403,0,33,16.79166667,22,0,2,1,1,2,0,2,0.08333333333,14,0,14,0.5833333333,companies_posts_comments_columns,2013-12-19,2014-04-08,5,10,16,2,14,0,0,16,16,0,companies_posts_reactions_columns,2013-12-19,2014-04-28,23,24,190,73,144,0,0,190,190,0
,forceliquidated,110302599314573,אימי סנדוויץ׳,"בית הכפר א.י בע""מ",511209348,1989-12-19,9686,11,0,0,0,companies_general_info_columns,1,0,0,49574970,TRUE,,0,79,0,1,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,0,,,,,,,,,Restaurant/Cafe,Restaurant,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-07-18,2016-05-11,1,0,0,0,0,0,0,,4,12,4,0,1,1,1,1,0,0,0,1,9,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,46,-9640,2015-07-18,2016-05-11,4,10,2,10,0,10,8,2,10,0,10,8,2,10,0,10,8,2,1,0,1,0.1,82,1,13,8.2,10,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2016-05-11,2016-05-11,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-07-18,2016-05-11,8,10,33,0,0,0,0,0,0,0
1,rasham,104549109623956,ארמונות בניסטל שמחות ואירועים,"ארמונות בניסטל שמחות ואירועים בע""מ ",514125509,2016-06-26,0,0,0,6,1,companies_general_info_columns,1,0,0,+972-8-8522668,TRUE,,0,47,0,1,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,0,,,,,,,,,Event Planning/Event Services,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-02-21,2012-03-29,1,0,0,0,0,0,0,,2,3,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,773,773,2011-03-02,2014-05-15,10,10,1,6,0,6,1,5,6,0,6,1,5,2,0,2,1,1,0,0,0,0,7,0,5,0.7,2,0,8,0,8,2,0,2,0.2,4,0,4,0.4,companies_posts_comments_columns,2012-08-05,2012-08-05,1,1,2,0,0,0,0,0,0,2,companies_posts_reactions_columns,2011-03-02,2014-05-15,10,10,10,0,0,0,0,0,0,10
,rasham,100564810013223,""" יקב משק אליהו ""","משק אליה בע""מ ",513773788,2016-06-26,0,9,0,0,0,companies_general_info_columns,1,0,0,,FALSE,,0,310,1,1,1,0,0,1,1,1,0,0,0,0,0,no,,no,no,,,0,0,,,,,,,,,Local Business,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-10-23,2014-11-26,1,0,2,2,0.05555555556,0,1,1,6,36,8,4,1,1,1,1,0,0,32,1,1,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,111,111,2010-10-23,2016-03-07,11,17,2,15,0,15,3,12,16,0,16,3,13,10,0,10,4,6,3,0,2,0.1764705882,39,0,7,2.294117647,10,0,7,0,7,0,0,0,0,3,0,2,0.1764705882,companies_posts_comments_columns,2010-11-23,2014-03-27,2,2,3,0,0,0,0,0,0,3,companies_posts_reactions_columns,2010-10-23,2016-03-07,11,17,25,0,10,0,0,10,10,17
1,rasham,104680069571658,ג. קציר חקירות,ג.קציר חקירות,513365924,2016-06-26,0,1,0,0,0,companies_general_info_columns,1,0,0,077-4200288,TRUE,,0,1009,1,1,1,1,1,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,139,25,56,7,,,Local Business,Private Investigator,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-06-28,2014-09-28,1,0,0,0,0,0,0,,15,86,5,1,1,1,1,1,0,0,1,76,3,3,3,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,605,605,2011-12-20,2014-10-30,17,113,36,91,3,88,56,35,95,3,92,56,39,106,4,102,61,45,70,0,8,0.6194690265,902,0,75,7.982300885,106,0,7,0,7,1,0,1,0.008849557522,4,0,1,0.03539823009,companies_posts_comments_columns,2013-06-25,2014-03-19,9,32,41,0,0,0,0,0,0,41,companies_posts_reactions_columns,2011-12-20,2014-10-30,112,113,457,0,0,0,0,0,0,457
,rasham,1030806296943837,קול אתא,"קול אתא בע""מ",514886167,2016-06-26,0,0,0,0,0,companies_general_info_columns,1,1,1,533015533,TRUE,,0,5993,1,1,1,797,797,762,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,67,13,,,,,Media/News/Publishing,Media/News/Publishing,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-07-27,2016-06-22,1,5,61,427,1.611320755,0,50,7,11,265,8,4,1,1,1,1,0,0,198,56,9,1,1,0,0,71,143,37,14,214,265,companies_posts_columns,2016-06-26,11,11,2015-08-10,2016-06-15,11,102,62,97,23,74,74,23,97,23,74,74,23,72,23,49,69,3,431,0,58,4.225490196,5524,0,200,54.15686275,72,0,30,5,25,9,0,3,0.08823529412,71,0,18,0.6960784314,companies_posts_comments_columns,2015-08-12,2016-06-05,11,57,339,48,134,81,104,178,339,177,companies_posts_reactions_columns,2015-08-10,2016-06-15,97,102,3337,488,966,1392,1422,1234,3337,2521
,rasham,1054224364588638,"נועם ניהול עמותות בע""מ","נועם - ניהול עמותות בע""מ",515249092,2016-06-26,0,0,0,0,0,companies_general_info_columns,1,1,1,03-9388300,TRUE,,0,5,0,0,1,0,0,0,1,1,0,0,0,0,1,no,,no,no,,,0,1,641,107,137,24,,,,,Company,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-09-05,2015-09-05,1,0,0,0,0,0,0,,1,7,3,0,1,0,1,1,0,0,0,1,0,2,4,0,0,0,0,0,7,0,7,companies_posts_columns,2016-06-26,295,295,2015-09-05,2015-09-05,1,4,1,4,0,4,0,4,4,0,4,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-09-05,2015-09-05,1,4,0,0,0,0,0,0,0,0
,rasham,105497839525567,Simcha Connect Streaming and Live Webcasts שידור חי סטרימינג,"חי גד""ח בע""מ",515310910,2016-06-26,0,57,0,0,0,companies_general_info_columns,1,1,1,+972502515404,TRUE,,0,140,1,1,1,1,1,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,229,39,143,21,,,,,Professional Services,Professional Services,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-01-31,2016-06-08,1,0,0,0,0,0,0,,9,13,4,0,1,1,1,1,0,0,0,2,9,1,1,0,0,2,2,0,3,4,7,companies_posts_columns,2016-06-26,18,18,2012-06-24,2016-06-08,13,26,3,21,0,21,0,21,21,0,21,0,21,24,0,24,0,24,2,0,1,0.07692307692,18,0,4,0.6923076923,24,0,2,0,2,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2014-05-21,2016-03-24,2,2,2,0,1,0,0,1,1,1,companies_posts_reactions_columns,2012-06-24,2016-06-08,17,26,12,0,4,0,1,4,5,8
,rasham,107240699314929,אבן נייר ומספריים evenniar,"נייר ישראל נ.י בע""מ",514722685,2016-06-26,0,19,0,0,0,companies_general_info_columns,1,1,1,09-7409372 ,TRUE,,0,766,1,1,1,1,1,28,1,1,1,0,0,0,1,no,,no,no,,2001-01-01,1,1,257,42,94,15,,,303,47,Local Business,Event Planner,1994,1908,companies_events_columns,2011-03-11,2011-05-24,2,2,7,1,6,3.5,1,0,1,0.5,130,0,130,65,1,0,1,0.5,5,0,5,2.5,companies_photos,2010-04-08,2016-06-23,1,17,25,56,0.02989855846,0,4,1.365853659,38,1873,44,40,1,1,1,1,0,0,1429,178,242,17,7,0,0,110,78,16,73,193,292,companies_posts_columns,2016-06-26,11,11,2010-04-08,2016-06-15,45,225,43,195,1,194,55,140,206,1,205,56,150,224,2,222,60,164,52,0,8,0.2311111111,913,0,49,4.057777778,224,0,1,0,1,1,0,1,0.004444444444,1,0,1,0.004444444444,companies_posts_comments_columns,2011-02-15,2016-05-17,17,23,20,2,1,2,3,3,7,18,companies_posts_reactions_columns,2010-04-08,2016-06-15,189,225,296,35,31,23,157,53,201,271
2,rasham,108883709151145,לשוח בשדה,"לשוח בשדה בע""מ",515121572,2016-06-26,0,0,0,0,0,companies_general_info_columns,1,0,0,,FALSE,,0,140,1,1,1,0,0,0,0,1,1,0,0,0,1,no,,no,no,,,0,1,,,127,20,,,169,19,Organization,Organization,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-04-14,2010-04-14,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,1022,1022,2010-04-14,2013-09-08,8,11,0,2,0,2,0,2,5,0,5,0,5,8,0,8,0,8,0,0,0,0,2,0,2,0.1818181818,8,0,3,0,3,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-04-14,2013-09-08,10,11,2,0,0,0,0,0,0,2
,rasham,104925969864251,"פחחות אלויסאם בע""מ","פחחות אלויסאם בע""מ",515308831,2016-06-26,0,0,0,0,0,companies_general_info_columns,1,0,0,,FALSE,,0,72,0,1,1,0,0,1,1,0,0,0,0,0,0,no,,no,no,,,0,1,,,58,8,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-10-04,2016-01-20,1,0,0,0,0,0,0,,3,10,4,0,1,1,1,1,0,0,0,3,5,1,1,0,0,0,4,6,0,4,10,companies_posts_columns,2016-06-26,158,158,2015-10-04,2016-01-20,4,13,2,13,0,13,11,2,13,0,13,11,2,11,0,11,9,2,2,0,2,0.1538461538,87,0,16,6.692307692,11,0,2,2,0,3,0,3,0.2307692308,24,0,19,1.846153846,companies_posts_comments_columns,2015-11-10,2015-11-10,1,2,4,0,0,4,0,0,4,4,companies_posts_reactions_columns,2015-10-04,2016-01-20,10,13,53,0,13,47,0,13,53,47
,rasham,106481792858316,מצלמות אבטחה 1700-555485 קבל הצעה בקליק,"ק.ב.ל. אבטחה בע""מ",511771917,2016-06-26,0,32,0,0,0,companies_general_info_columns,1,1,1,,FALSE,,0,21,0,1,1,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,1,,,138,19,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-12-19,2012-12-19,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,958,958,2012-12-19,2013-11-11,2,2,0,1,0,1,0,1,2,0,2,0,2,2,0,2,0,2,0,0,0,0,1,0,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2012-12-19,2013-11-11,2,2,1,0,0,0,0,0,0,1
,forceliquidated,149188685125931,ירוק וידידותי לסביבה,"ירוק לסביבה בע""מ",513396085,2004-10-04,4283,9,0,0,0,companies_general_info_columns,1,0,0,,FALSE,,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,1,101,12,101,12,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-10-25,2010-10-25,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,forceliquidated,395749967156692,אוטו ספיד הפעלות - ימי הולדת ומסיבות עם מכוניות שלט.,"אוטו ספיד (1986) בע""מ",511134926,2009-06-18,2565,41,0,0,0,companies_general_info_columns,1,1,1,539370139,TRUE,,0,2571,1,1,1,0,0,11,1,1,0,0,0,0,0,no,,no,no,,2005-01-01,1,1,458,79,88,17,,,,,Attractions/Things to Do,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-09-03,2016-06-15,1,0,0,0,0,0,0,,27,256,4,0,1,1,1,1,0,0,0,59,167,11,19,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,15,-2550,2012-09-03,2016-06-11,31,182,55,156,7,149,36,120,158,7,151,36,122,162,9,153,39,123,231,0,84,1.269230769,1662,0,200,9.131868132,162,0,20,2,18,14,0,3,0.07692307692,31,0,16,0.1703296703,companies_posts_comments_columns,2012-09-03,2016-05-10,20,56,192,0,0,0,0,0,0,0,companies_posts_reactions_columns,2012-09-03,2016-06-11,160,182,1746,0,0,0,0,0,0,0
,rasham,1008756035868676,יקב MOA,"משק פרידמן בע""מ",511631798,2016-06-26,0,9,1,4,0,companies_general_info_columns,0,0,0,+972523666095,TRUE,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,no,,no,no,,,0,0,,,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,rasham,1040600849347776,"מזון למחשבה - ייעוץ, ייזום ואימון עסקי ואישי","מזון למחשבה בע""מ",512783697,2016-06-26,0,31,0,0,0,companies_general_info_columns,1,1,1,077-9977040,TRUE,,0,143,1,1,1,1,1,1,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,83,13,,,,,Business Services,"Business Consultant,Marketing Consultant,Management Service",1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-04-17,2016-04-17,1,0,0,0,0,0,0,,1,3,2,0,0,0,1,1,0,0,0,0,0,2,1,0,0,3,0,0,0,3,3,companies_posts_columns,2016-06-26,16,16,2016-04-17,2016-06-10,3,11,3,6,0,6,0,6,6,0,6,0,6,9,0,9,0,9,2,0,2,0.1818181818,17,0,4,1.545454545,9,0,2,0,2,0,0,0,0,1,0,1,0.09090909091,companies_posts_comments_columns,2016-04-18,2016-04-18,1,1,1,1,0,0,0,1,1,0,companies_posts_reactions_columns,2016-04-17,2016-06-10,9,11,11,11,0,0,0,11,11,0
1,rasham,104663369648140,סילטק פתרונות,"סילטק פתרונות בע""מ",513684944,2016-06-26,0,0,1,6,11,companies_general_info_columns,1,0,0,,FALSE,,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,0,,,,,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-11-08,2011-11-08,1,0,0,0,0,0,0,,1,5,2,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,1692,1692,2011-11-08,2011-11-08,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2011-11-08,2011-11-08,1,1,0,0,0,0,0,0,0,0
,rasham,1020479747966294,"ליאם מערכות אבטחה בע""מ","ליאם מערכות אבטחה בע""מ ",514338045,2016-06-26,0,0,0,0,4,companies_general_info_columns,1,1,1,077-5303373,TRUE,,0,87,0,1,1,2,2,2,1,1,1,0,0,0,1,no,,no,no,,,0,0,,,,,,,,,Professional Services,Professional Services,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-01-12,2015-08-20,1,0,0,0,0,0,0,,6,55,4,0,1,1,1,1,0,0,0,39,8,5,3,0,0,0,0,0,2,0,2,companies_posts_columns,2016-06-26,311,311,2015-01-12,2015-08-20,6,64,10,55,0,55,18,37,57,0,57,18,39,64,0,64,19,45,6,0,4,0.09375,271,0,23,4.234375,64,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2015-01-25,2015-03-05,2,3,5,0,0,0,0,0,0,5,companies_posts_reactions_columns,2015-01-12,2015-08-20,59,64,63,0,0,0,12,0,12,63
,rasham,1.09493E+15,מובילי אריה המדבר בע״מ,"אריה המדבר בע""מ ",513755793,2016-06-26,0,12,0,0,0,companies_general_info_columns,1,1,1,,FALSE,,0,36,0,1,1,0,0,0,1,0,0,0,0,0,0,no,,no,no,,,0,0,,,,,,,,,Transport/Freight,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-02-27,2016-03-27,1,0,0,0,0,0,0,,2,10,3,0,1,0,1,1,0,0,0,3,0,5,2,0,0,0,10,0,0,10,10,companies_posts_columns,2016-06-26,56,56,2016-02-27,2016-05-01,3,12,0,12,0,12,2,10,12,0,12,2,10,11,0,11,2,9,0,0,0,0,35,0,5,2.916666667,11,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2016-02-27,2016-05-01,7,12,7,0,7,0,0,7,7,0
,rasham,106663372701145,Ni Hao - המרכז ללימודי סינית,"המרכז ללימודי סינית בע""מ",514453281,2016-06-26,0,7,0,0,0,companies_general_info_columns,1,0,0,052-2127658,TRUE,,0,53,0,1,1,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,1,66,11,,,,,,,Company,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-03-31,2011-03-07,1,0,0,0,0,0,0,,3,5,2,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,1475,1475,2010-12-14,2012-06-12,5,7,0,2,0,2,0,2,2,0,2,0,2,5,0,5,0,5,0,0,0,0,6,0,3,0.8571428571,5,0,2,0,2,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-12-14,2012-06-12,7,7,5,0,0,0,0,0,0,5
,rasham,1015274355209195,"אופק א.ס. טכנולוגיות מתקדמות בע""מ","אופק א.ס. טכנולוגיות מתקדמות בע""מ",515214427,2016-06-26,0,0,0,0,0,companies_general_info_columns,1,1,1,050-499-7891,TRUE,,0,39,0,1,1,0,0,1,1,1,1,0,0,0,1,no,,no,no,,,0,1,261,37,119,19,53,5,,,Company,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-01-28,2016-04-18,1,0,0,0,0,0,0,,4,19,3,0,1,0,1,1,0,0,0,17,0,1,1,0,0,2,17,0,0,19,19,companies_posts_columns,2016-06-26,69,69,2016-01-28,2016-04-18,4,24,2,23,0,23,11,12,23,0,23,11,12,24,0,24,12,12,0,0,0,0,128,2,10,5.333333333,24,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2016-01-28,2016-04-18,21,24,15,8,15,0,0,15,15,0
,forceliquidated,277140512415470,ביוקורד בנק החיים לקוחות מחפשים פתרון,"ביוקורד בע""מ",513667816,2013-12-03,936,30,0,22,9,companies_general_info_columns,1,0,0,,FALSE,,0,13,0,1,1,0,0,0,1,0,0,0,0,0,0,no,,no,no,,,0,1,,,92,16,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-01-27,2013-01-29,1,0,0,0,0,0,0,,1,3,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,3,companies_posts_columns,2016-06-26,945,9,2013-01-27,2013-11-24,3,7,1,2,0,2,0,2,4,0,4,0,4,3,0,3,0,3,0,0,0,0,6,0,4,0.8571428571,3,0,4,0,4,2,0,2,0.2857142857,0,0,0,0,companies_posts_comments_columns,2013-02-02,2013-02-02,1,1,2,0,0,0,2,0,2,2,companies_posts_reactions_columns,2013-01-27,2013-11-24,5,7,4,0,0,0,4,0,4,4
,forceliquidated,132839200094009,עמותת המלאכים שלנו מזמינה אותך לתת מכל הלב למען ילדים חולי סרטן,עמותת לתת מכל הלב,580392447,2006-01-05,3825,46,0,0,0,companies_general_info_columns,1,1,1,524084444,TRUE,,0,63,0,1,1,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,1,,,92,18,59,10,,,Non-Profit Organization,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-08-22,2010-08-22,1,0,0,0,0,0,0,,1,3,2,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,515,-3310,2010-08-22,2015-01-28,5,5,0,2,0,2,0,2,2,0,2,0,2,1,0,1,0,1,0,0,0,0,2,0,2,0.4,1,0,4,0,4,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-08-22,2015-01-28,5,5,2,0,0,0,0,0,0,0
