is_match,company_type,page_handle,page_name,company_name,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
1,liquidated,115891285272613,משאבות בטון פריג׳,"משאבות בטון פריג' (2006) בע""מ",513820878,2014-11-11,595,1,0,0,3,companies_general_info_columns,1,0,0,0575554394,1,,0,128,1,1,1,110,110,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,115895155167512,פייפר האוס (:,"פייפר האוס בע""מ",511206310,2016-06-28,0,3,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,7,7,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,115940861835227,"בית האמנים ע״ש זריצקי, ת״א - דגנית אילן מינארט","דגנית א.א בע""מ",511597577,2016-06-28,0,36,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",forceliquidated,115940861835227,"בית האמנים ע״ש זריצקי, ת״א - דגנית אילן מינארט","א.א. מינא בע""מ",512936659,2012-06-12,1477,37,0,2,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,110727769022256,טעמים-מוצרי מזון גורמה,"מזון גורמה בע""מ",510988470,2016-06-28,0,11,1,0,0,companies_general_info_columns,1,0,0,,0,,0,73,0,1,1,0,0,0,1,1,1,0,0,0,1,false,,false,false,,,0,1,1041,163,,,,,,,Food/Beverages,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-06-28 16:36:16,2016-06-09 08:30:29,1,0,0,0,0.0,0,0,,13,29,6,3,1,0,1,1,0,0,11,10,0,3,5,0,0,1,1,2,3,2,7,companies_posts_columns,2016-06-28 14:24:27.622,19,19,2011-06-28 16:18:49,2016-06-09 08:30:30,19,29,6,21,1,20,1,20,22,1,21,1,21,22,0,22,0,22,3,0,2,0.10344827586206896,28,0,3,0.9655172413793104,22,1,6,1,6,82,0,74,2.8275862068965516,93,0,91,3.206896551724138,companies_posts_comments_columns,2011-08-14 08:56:37,2016-04-21 10:33:21,5,5,74,2,0,71,1,2,74,0,companies_posts_reactions_columns,2011-06-28 16:18:49,2016-06-09 08:30:30,27,29,100,1,2,91,5,2,97,0
"",closed,110881225627215,נגרית ניברון - בני הנגר,"נגרית ניב בע""מ",510863905,2016-06-28,0,12,0,0,0,companies_general_info_columns,1,0,0,,0,,0,134,1,1,1,0,0,1,1,0,0,0,0,0,0,false,,false,false,,1971-01-01 00:00:00,1,1,,,137,22,42,5,,,Furniture,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-01-21 22:06:17,2015-05-03 09:53:17,1,0,3,6,0.375,0,3,2.0,4,16,5,1,1,1,1,1,0,0,3,2,9,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,422,422,2010-10-04 19:24:29,2015-05-03 09:53:16,13,20,1,11,0,11,1,10,12,0,12,1,11,19,0,19,1,18,1,0,1,0.05,38,0,11,1.9,19,0,1,0,1,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2013-02-05 22:03:33,2013-02-05 22:03:33,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-10-04 19:24:29,2015-05-03 09:53:16,20,20,21,0,0,0,0,0,0,0
"",closed,110881489001912,"אדקש בר השקעות בע""מ - בונה במלחה עכשיו 6/2015","השקעות עכשיו בע""מ",511091126,2016-06-28,0,31,0,0,0,companies_general_info_columns,1,1,1,054-6220239,1,,0,47,0,1,1,0,0,0,1,1,1,0,0,0,1,false,,false,false,,,0,1,,,37,6,,,,,Company,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-06-12 21:45:07,2015-03-25 06:36:14,1,0,0,0,0.0,0,0,,6,8,3,0,1,0,1,1,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,331,331,2011-06-15 14:21:51,2015-08-02 04:45:18,18,1524,1,1107,0,1107,0,1107,1309,0,1309,0,1309,1524,0,1524,0,1524,1,0,1,6.561679790026247E-4,11,0,1,0.007217847769028871,1524,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2013-10-14 08:13:45,2013-10-14 08:13:45,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,2011-06-15 14:21:51,2015-08-02 04:45:18,279,1524,2,0,0,0,1,0,1,0
"",closed,110949802276732,סן איקר  קסיאס,"סן-איק בע""מ",511092538,2016-06-28,0,8,0,0,0,companies_general_info_columns,1,0,0,,0,,0,291,1,1,1,0,0,0,0,0,0,0,0,0,0,false,,false,false,,,0,0,,,,,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-04-21 17:33:53,2010-04-21 17:33:53,1,0,0,0,0.0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,1739,1739,2010-07-11 21:28:57,2011-09-24 19:00:15,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.0,7,0,7,1.4,1,0,4,0,4,4,0,3,0.8,3,0,1,0.6,companies_posts_comments_columns,2010-07-11 21:28:57,2011-04-20 23:44:18,2,2,3,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-07-11 21:28:57,2011-09-24 19:00:15,4,5,8,0,0,0,0,0,0,0
"",closed,1110438275648643,Michael Ben-Yair,"מיכאל בן- יאיר בע""מ",513261545,2016-06-28,0,14,0,0,0,companies_general_info_columns,0,0,0,,0,,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,true,,false,false,,,0,1,260,44,,,,,,,Public Figure,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,111052585665603,קפה שקד-רמת גן,"שקדר בע""מ",511870503,2016-06-28,0,9,0,0,0,companies_general_info_columns,1,0,0,,0,,0,1,0,0,0,13,13,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,"Pizza Place,Coffee Shop",1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,closed,111085105638789,אאורקה מוצרים,"אאורקה מוצרים בע""מ",514390236,2016-06-28,0,0,0,0,0,companies_general_info_columns,1,0,0,073-7266777,1,,0,725,1,1,1,0,0,34,1,1,1,0,0,0,1,false,,false,false,,2010-01-01 00:00:00,1,1,161,28,63,10,64,12,,,Website,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-03-17 07:09:13,2016-06-02 16:13:19,1,0,0,0,0.0,0,0,,23,121,7,4,1,0,1,1,0,0,10,80,0,13,18,0,0,26,7,14,6,36,54,companies_posts_columns,2016-06-28 14:24:27.622,18,18,2011-05-18 05:53:16,2016-06-10 06:57:55,26,114,35,110,7,103,22,88,111,7,104,23,88,114,7,107,24,90,380,0,200,3.3333333333333335,670,0,196,5.87719298245614,114,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2011-06-26 19:59:44,2016-05-23 06:49:06,13,25,257,3,3,245,4,5,249,0,companies_posts_reactions_columns,2011-05-18 05:53:16,2016-06-10 06:57:55,102,114,347,18,19,292,18,31,319,0
"",closed,111085522352579,און אוף רמת ישי,"און י.ש.י. בע""מ",511951733,2016-06-28,0,10,0,0,0,companies_general_info_columns,1,1,1,04-9831213,1,,0,667,1,1,1,11,11,241,1,1,1,0,0,0,1,false,,false,false,,2012-03-01 00:00:00,1,1,266,36,108,17,,,,,Professional Services,Repair Service,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-02-18 10:58:14,2016-06-07 09:29:32,1,2,9,62,0.5254237288135594,0,13,6.888888888888889,13,118,27,24,1,0,1,1,0,0,103,11,0,2,2,0,0,3,0,0,0,3,3,companies_posts_columns,2016-06-28 14:24:27.622,19,19,2012-02-18 16:09:35,2016-06-09 17:01:11,24,85,16,47,2,45,4,43,48,2,46,4,44,70,3,67,8,62,55,0,14,0.6470588235294118,119,0,16,1.4,70,0,15,0,15,2,0,1,0.023529411764705882,4,0,1,0.047058823529411764,companies_posts_comments_columns,2012-02-18 16:31:41,2016-05-29 09:40:11,8,15,28,15,0,0,0,15,15,0,companies_posts_reactions_columns,2012-02-18 16:09:35,2016-06-09 17:01:11,64,85,71,17,0,0,0,17,17,0
"",closed,1111098342263949,מפעל יוניפלקס,"יוניפלקס בע""מ",510941727,2016-06-28,0,5,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Workplace & Office,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,111233502237812,עד שהתרגלנו לחופש עכשיו חוזרים לבית ספר????,"שהתר בע""מ",510070626,2016-06-28,0,39,0,0,0,companies_general_info_columns,1,0,0,,0,,0,894,1,1,1,0,0,0,0,0,0,0,0,0,0,false,,false,false,,,0,0,,,,,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-04-06 14:58:46,2010-04-06 14:58:46,1,0,0,0,0.0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,2153,2153,2010-04-06 18:15:42,2010-08-06 13:57:21,2,9,2,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,1,0,1,0.1111111111111111,0,0,0,0.0,6,0,3,0,3,2,0,2,0.2222222222222222,0,0,0,0.0,companies_posts_comments_columns,2010-04-28 13:51:23,2010-04-28 13:51:23,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-04-06 18:15:42,2010-08-06 13:57:21,9,9,0,0,0,0,0,0,0,0
1,forceliquidated,111258922236013,Student - סטודנט - המרכז ללימודי פסיכומטרי,"סטודנט המרכז ללימודי פסיכומטרי בע""מ",514239847,2015-08-27,306,8,0,0,0,companies_general_info_columns,1,1,1,03-7711166,1,,0,1312,1,1,1,0,0,2,1,1,0,0,0,0,1,false,,false,false,,,0,1,,,150,6,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-04-07 12:52:06,2016-05-11 17:10:21,1,0,111,191,0.30462519936204147,0,9,1.7207207207207207,50,627,22,18,1,1,1,1,0,0,446,140,32,3,6,0,0,0,0,0,0,0,1,companies_posts_columns,2016-06-28 14:24:27.622,48,-258,2010-04-13 13:41:42,2016-05-11 17:10:19,62,340,122,246,6,240,109,137,254,6,248,111,143,296,10,286,143,153,250,0,25,0.7352941176470589,2582,0,200,7.594117647058823,296,2,42,1,43,46,0,6,0.13529411764705881,47,0,8,0.13823529411764707,companies_posts_comments_columns,2010-04-19 14:33:00,2016-04-18 10:31:40,41,114,134,0,0,0,0,0,1,3,companies_posts_reactions_columns,2010-04-13 13:41:42,2016-05-11 17:10:19,309,340,1368,0,0,0,6,0,7,79
"",closed,124161474342691,פירות וירקות האחים מרדכי. (רמת שלמה חזון איש 60),"האחים מרדכי בע""מ",510486491,2016-06-28,0,37,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,7,7,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,124186207609102,"אשר סיטונאות מוצרים לבניית ציפורניים פדיקור מניקור -ר""ג גבעתיים פ""ת ד.השרון","פ. אשר בע""מ",511184699,2016-06-28,0,70,0,0,0,companies_general_info_columns,1,1,1,0522243074,1,,0,86,0,1,1,0,0,0,0,1,0,0,0,0,1,false,,false,false,,,0,1,,,136,21,,,91,16,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-12-06 12:12:15,2016-05-17 20:18:09,1,0,0,0,0.0,0,0,,4,5,2,0,1,0,0,1,0,0,0,4,0,0,1,0,0,2,0,1,1,2,4,companies_posts_columns,2016-06-28 14:24:27.622,42,42,2010-05-24 21:32:18,2016-05-17 20:18:10,13,17,2,5,0,5,0,5,5,0,5,0,5,13,0,13,0,13,3,0,2,0.17647058823529413,9,0,2,0.5294117647058824,13,0,4,0,4,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2014-01-23 16:52:22,2015-12-15 14:03:56,2,2,3,0,0,2,0,0,2,0,companies_posts_reactions_columns,2010-05-24 21:32:18,2016-05-17 20:18:10,16,17,6,1,0,2,1,1,3,0
"",closed,124289721031703,פישאיט-סינימול,"פישאי בע""מ",511099186,2016-06-28,0,8,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,124289721031703,פישאיט-סינימול,"פישאיט בע""מ ",514641752,2014-10-07,630,7,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,124310109778,Top Tik - טופ תיק,"תיק - טופ בע""מ",510556905,2016-06-28,0,11,0,0,0,companies_general_info_columns,1,1,1,03-6958888,1,,0,686,1,1,1,0,0,1,1,1,0,0,0,0,1,false,,false,false,,,0,1,,,59,10,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2009-08-28 10:21:52,2016-03-24 10:08:18,1,0,4,12,0.015267175572519083,0,5,3.0,14,786,25,21,1,1,1,1,0,0,723,47,3,7,6,0,0,0,35,0,0,35,35,companies_posts_columns,2016-06-28 14:24:27.622,72,72,2009-08-28 10:22:17,2016-04-17 12:55:06,22,123,24,109,0,109,26,83,110,0,110,26,84,120,0,120,27,93,19,0,3,0.15447154471544716,518,0,90,4.211382113821138,120,0,3,0,3,1,0,1,0.008130081300813009,1,0,1,0.008130081300813009,companies_posts_comments_columns,2009-08-29 16:53:03,2016-03-07 10:07:07,7,14,14,0,6,0,0,6,6,0,companies_posts_reactions_columns,2009-08-28 10:22:17,2016-04-17 12:55:06,99,123,249,3,189,0,0,190,190,0
2,forceliquidated,124342921028092,דפוס קלאסיקו,"דפוס קלאסיקו בע""מ",512245507,2013-10-09,993,0,0,2,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,124352557575616,"אדיר סוכנויות לציוד בע""מ - יבוא ושיווק ציוד למאפיות וקונדיטוריות","א.ד.-י.ר. ציוד למאפיות וקונדיטוריות בע""מ",513616318,2016-06-28,0,33,1,3,0,companies_general_info_columns,1,0,0,08-9428574,1,,0,1428,1,1,1,2,2,70,1,1,1,0,0,0,1,false,,false,false,,,0,1,1664,256,90,14,,,,,Local Business,Local Business,1980,1896,companies_events_columns,2013-11-12 08:00:00,2015-11-24 08:00:00,2,2,66,0,66,33.0,15,0,15,7.5,964,1,963,482.0,15,0,15,7.5,30,0,30,15.0,companies_photos,2010-05-03 08:35:41,2016-06-05 12:00:11,1,2,88,211,0.22885032537960953,0,36,2.3707865168539324,51,922,17,13,1,1,1,1,0,0,496,115,305,4,2,0,0,39,195,53,174,234,461,companies_posts_columns,2016-06-28 14:24:27.622,23,23,2010-05-03 08:48:41,2016-06-05 12:00:02,56,229,64,213,9,204,90,123,218,9,209,90,128,229,9,220,91,138,145,0,19,0.6331877729257642,1812,0,110,7.9126637554585155,229,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2010-05-03 08:57:57,2016-06-02 08:12:24,24,46,119,1,12,33,37,13,82,0,companies_posts_reactions_columns,2010-05-03 08:48:41,2016-06-05 12:00:02,207,229,987,45,127,261,267,151,599,0
1,liquidated,124835561012625,כל הוטלס - Call Hotels,"כל הוטלס בע""מ",514796762,2014-11-26,580,12,0,0,0,companies_general_info_columns,1,0,0,03-56-00-554,1,,0,163,1,1,1,0,0,0,1,1,0,0,0,0,0,false,,false,false,,,0,1,109,17,45,7,,,,,Tours/Sightseeing,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-12-20 14:03:39,2013-02-10 14:42:03,1,0,0,0,0.0,0,0,,3,11,3,0,1,0,1,1,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,70,-510,2012-12-20 14:46:55,2016-04-19 11:34:15,6,34,8,11,1,10,1,10,11,1,10,1,10,20,1,19,1,19,13,0,10,0.38235294117647056,21,0,5,0.6176470588235294,20,0,14,0,14,7,0,2,0.20588235294117646,4,0,1,0.11764705882352941,companies_posts_comments_columns,2012-12-20 14:46:55,2016-04-19 08:34:59,3,8,10,0,0,0,0,0,0,0,companies_posts_reactions_columns,2012-12-20 14:46:55,2016-04-19 11:34:15,30,34,17,0,0,0,0,0,0,0
"",closed,124970697597296,בג׳סיקה-ברזיל הקטנה בישראלללל!!!,"ברזיל בגס בע""מ",511992273,2016-06-28,0,24,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,7,7,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,124978407702935,משרד עורכי דין ויזל - רוקח ושות',"בית ויזל ד בע""מ",510019953,2016-06-28,0,23,0,0,0,companies_general_info_columns,1,0,0,077-2141044,1,,0,2,0,0,1,0,0,0,1,1,1,0,0,0,1,false,,false,false,,,0,1,171,29,105,21,,,,,Legal/Law,Legal/Law,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-05-15 17:56:22,2013-05-25 18:58:08,1,0,0,0,0.0,0,0,,1,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,1130,1130,2013-05-15 18:31:12,2013-05-25 18:58:10,1,2,0,1,0,1,0,1,1,0,1,0,1,2,0,2,0,2,0,0,0,0.0,3,1,2,1.5,2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2013-05-15 18:31:12,2013-05-25 18:58:10,2,2,3,0,0,0,0,0,0,0
